user_id,location,date,time,timezone,case,source
74639,Nu Orange,10/25/2021,18:35:57,+08:00,IN,mobile
74745,Clinic,10/25/2021,20:54:49,+08:00,IN,mobile
74027,Nu Orange,10/25/2021,21:28:30,+08:00,OUT,mobile
74025,,10/26/2021,10:25:07,+08:00,IN,mobile
74025,Nu Orange,10/26/2021,10:26:01,+08:00,IN,mobile
74049,Clinic,10/26/2021,14:37:42,+08:00,IN,mobile
74027,Nu Orange,10/26/2021,15:34:17,+08:00,IN,mobile
74049,Clinic,10/26/2021,21:48:10,+08:00,OUT,mobile
74049,Clinic,10/27/2021,7:37:00,+08:00,IN,mobile
75218,Nu Orange,10/27/2021,14:45:53,+08:00,IN,mobile
74052,Clinic,10/27/2021,14:52:51,+08:00,IN,mobile
74049,Clinic,10/27/2021,14:59:07,+08:00,OUT,mobile
74027,,10/27/2021,15:23:40,+08:00,IN,mobile
74025,Nu Orange,10/27/2021,16:11:01,+08:00,IN,mobile
75218,,10/27/2021,17:33:01,+08:00,OUT,mobile
74027,,10/27/2021,21:53:55,+08:00,OUT,mobile
74052,Clinic,10/27/2021,22:01:19,+08:00,OUT,mobile
74027,,10/28/2021,13:25:23,+08:00,IN,mobile
74025,Nu Orange,10/28/2021,15:21:09,+08:00,IN,mobile
74027,,10/28/2021,22:17:08,+08:00,OUT,mobile
74049,Clinic,10/29/2021,7:28:32,+08:00,IN,mobile
74049,Clinic,11/1/2021,7:37:48,+08:00,IN,mobile
74042,Nu Orange,11/1/2021,7:55:39,+08:00,IN,mobile
75914,Clinic,11/1/2021,8:28:48,+08:00,IN,mobile
74027,,11/1/2021,12:36:16,+08:00,IN,mobile
75914,Clinic,11/1/2021,12:53:03,+08:00,IN,mobile
75914,Clinic,11/1/2021,12:56:22,+08:00,IN,mobile
74025,Nu Orange,11/1/2021,13:40:31,+08:00,IN,mobile
74052,Clinic,11/1/2021,14:44:42,+08:00,IN,mobile
74556,,11/1/2021,14:56:02,+08:00,IN,mobile
74050,,11/1/2021,14:57:17,+08:00,IN,mobile
74465,,11/1/2021,14:58:01,+08:00,IN,mobile
75914,Clinic,11/1/2021,15:06:31,+08:00,OUT,mobile
75914,Clinic,11/1/2021,15:06:32,+08:00,OUT,mobile
74049,Clinic,11/1/2021,15:07:00,+08:00,OUT,mobile
74042,Nu Orange,11/1/2021,15:23:20,+08:00,OUT,mobile
74044,,11/1/2021,15:35:03,+08:00,IN,mobile
74461,Gunung Catur,11/1/2021,16:40:45,+08:00,IN,mobile
74461,Gunung Catur,11/1/2021,16:41:17,+08:00,IN,mobile
74639,Nu Orange,11/1/2021,16:50:18,+08:00,IN,mobile
74027,,11/1/2021,19:45:25,+08:00,OUT,mobile
74044,Clinic,11/1/2021,21:33:21,+08:00,OUT,mobile
74465,,11/1/2021,21:55:08,+08:00,OUT,mobile
74050,Clinic,11/1/2021,21:55:40,+08:00,OUT,mobile
74052,Clinic,11/1/2021,22:00:20,+08:00,OUT,mobile
74461,Gunung Catur,11/1/2021,22:00:32,+08:00,OUT,mobile
74639,Nu Orange,11/1/2021,22:02:37,+08:00,OUT,mobile
74556,Nu Orange,11/1/2021,22:08:29,+08:00,OUT,mobile
74049,Clinic,11/2/2021,7:37:06,+08:00,IN,mobile
74465,,11/2/2021,7:42:38,+08:00,IN,mobile
74050,Clinic,11/2/2021,7:55:44,+08:00,IN,mobile
74556,,11/2/2021,7:58:27,+08:00,IN,mobile
74054,,11/2/2021,13:44:25,+08:00,IN,mobile
74465,,11/2/2021,14:08:25,+08:00,OUT,mobile
74052,Clinic,11/2/2021,14:46:00,+08:00,IN,mobile
74042,Nu Orange,11/2/2021,14:48:36,+08:00,IN,mobile
74461,Gunung Catur,11/2/2021,14:50:27,+08:00,IN,mobile
74050,Clinic,11/2/2021,14:58:46,+08:00,OUT,mobile
74049,Clinic,11/2/2021,14:58:51,+08:00,OUT,mobile
74556,Nu Orange,11/2/2021,15:22:43,+08:00,OUT,mobile
75986,,11/2/2021,15:30:24,+08:00,IN,mobile
74027,,11/2/2021,15:31:07,+08:00,IN,mobile
74044,Clinic,11/2/2021,15:33:46,+08:00,IN,mobile
74639,Nu Orange,11/2/2021,16:49:53,+08:00,IN,mobile
75986,Celuk,11/2/2021,21:31:04,+08:00,OUT,mobile
74044,Clinic,11/2/2021,21:44:45,+08:00,OUT,mobile
74639,Nu Orange,11/2/2021,21:58:47,+08:00,OUT,mobile
74461,Gunung Catur,11/2/2021,22:00:18,+08:00,OUT,mobile
74052,Clinic,11/2/2021,22:01:35,+08:00,OUT,mobile
74054,,11/2/2021,22:01:58,+08:00,OUT,mobile
74042,Nu Orange,11/2/2021,22:02:28,+08:00,OUT,mobile
74465,,11/3/2021,7:41:23,+08:00,IN,mobile
74556,,11/3/2021,8:00:00,+08:00,IN,mobile
74050,,11/3/2021,8:00:10,+08:00,IN,mobile
75914,Clinic,11/3/2021,8:29:53,+08:00,IN,mobile
74027,Nu Orange,11/3/2021,12:40:33,+08:00,IN,mobile
75914,Clinic,11/3/2021,14:32:11,+08:00,OUT,mobile
74049,Clinic,11/3/2021,14:39:07,+08:00,IN,mobile
74042,Nu Orange,11/3/2021,14:45:09,+08:00,IN,mobile
74052,Clinic,11/3/2021,14:47:39,+08:00,IN,mobile
74461,Gunung Catur,11/3/2021,14:50:17,+08:00,IN,mobile
74054,,11/3/2021,14:56:13,+08:00,IN,mobile
74465,,11/3/2021,15:01:02,+08:00,OUT,mobile
74050,Clinic,11/3/2021,15:01:06,+08:00,OUT,mobile
74556,Nu Orange,11/3/2021,15:14:49,+08:00,OUT,mobile
74044,Clinic,11/3/2021,15:30:40,+08:00,IN,mobile
74639,Nu Orange,11/3/2021,16:55:27,+08:00,IN,mobile
74044,Clinic,11/3/2021,21:34:28,+08:00,OUT,mobile
74052,Clinic,11/3/2021,22:01:39,+08:00,OUT,mobile
74054,,11/3/2021,22:01:47,+08:00,OUT,mobile
74461,Gunung Catur,11/3/2021,22:02:11,+08:00,OUT,mobile
74049,Clinic,11/3/2021,22:02:36,+08:00,OUT,mobile
74639,Nu Orange,11/3/2021,22:04:58,+08:00,OUT,mobile
74042,Nu Orange,11/3/2021,22:07:46,+08:00,OUT,mobile
74054,,11/4/2021,7:30:01,+08:00,IN,mobile
74054,,11/4/2021,7:37:21,+08:00,IN,mobile
74025,Nu Orange,11/4/2021,9:55:19,+08:00,IN,mobile
74049,Clinic,11/4/2021,14:39:45,+08:00,IN,mobile
74556,Nu Orange,11/4/2021,14:52:39,+08:00,IN,mobile
74461,Gunung Catur,11/4/2021,14:53:07,+08:00,IN,mobile
74465,,11/4/2021,14:56:28,+08:00,IN,mobile
74054,,11/4/2021,15:03:39,+08:00,OUT,mobile
74044,Clinic,11/4/2021,15:27:08,+08:00,IN,mobile
75839,,11/4/2021,15:32:59,+08:00,IN,mobile
74639,Nu Orange,11/4/2021,16:53:42,+08:00,IN,mobile
75839,,11/4/2021,21:31:29,+08:00,OUT,mobile
74044,Clinic,11/4/2021,21:31:34,+08:00,OUT,mobile
74465,,11/4/2021,21:55:32,+08:00,OUT,mobile
74639,Nu Orange,11/4/2021,22:00:02,+08:00,OUT,mobile
74461,Gunung Catur,11/4/2021,22:00:19,+08:00,OUT,mobile
74049,Clinic,11/4/2021,22:01:22,+08:00,OUT,mobile
74556,Nu Orange,11/4/2021,22:02:47,+08:00,OUT,mobile
74054,,11/5/2021,7:21:57,+08:00,IN,mobile
74049,Clinic,11/5/2021,7:40:40,+08:00,IN,mobile
74053,Clinic,11/5/2021,10:45:16,+08:00,IN,mobile
75834,Clinic,11/5/2021,11:23:00,+08:00,IN,mobile
75834,Clinic,11/5/2021,11:28:54,+08:00,IN,mobile
75834,Clinic,11/5/2021,13:41:21,+08:00,IN,mobile
75834,Clinic,11/5/2021,14:30:30,+08:00,OUT,mobile
75834,Clinic,11/5/2021,14:30:37,+08:00,OUT,mobile
75834,Clinic,11/5/2021,14:30:50,+08:00,OUT,mobile
74042,Nu Orange,11/5/2021,14:48:19,+08:00,IN,mobile
74461,Gunung Catur,11/5/2021,14:54:18,+08:00,IN,mobile
74049,Clinic,11/5/2021,15:06:25,+08:00,OUT,mobile
74054,,11/5/2021,15:11:43,+08:00,OUT,mobile
74054,,11/5/2021,15:11:44,+08:00,OUT,mobile
75914,Clinic,11/5/2021,15:46:35,+08:00,IN,mobile
74639,Nu Orange,11/5/2021,16:42:46,+08:00,IN,mobile
74053,Clinic,11/5/2021,17:05:02,+08:00,OUT,mobile
75914,Clinic,11/5/2021,21:45:45,+08:00,OUT,mobile
74461,Gunung Catur,11/5/2021,22:01:12,+08:00,OUT,mobile
74639,Nu Orange,11/5/2021,22:03:08,+08:00,OUT,mobile
74042,Nu Orange,11/5/2021,22:04:33,+08:00,OUT,mobile
74042,,11/6/2021,7:44:04,+08:00,IN,mobile
74465,,11/6/2021,7:45:47,+08:00,IN,mobile
74025,Nu Orange,11/6/2021,10:20:32,+08:00,IN,mobile
74054,,11/6/2021,14:38:26,+08:00,IN,mobile
74052,Clinic,11/6/2021,14:39:14,+08:00,IN,mobile
74556,Nu Orange,11/6/2021,14:55:00,+08:00,IN,mobile
74050,,11/6/2021,15:00:56,+08:00,IN,mobile
74465,,11/6/2021,15:01:23,+08:00,OUT,mobile
74042,Nu Orange,11/6/2021,15:23:00,+08:00,OUT,mobile
75914,Clinic,11/6/2021,15:35:42,+08:00,IN,mobile
74639,Nu Orange,11/6/2021,16:44:13,+08:00,IN,mobile
74054,,11/6/2021,22:00:17,+08:00,OUT,mobile
74050,Clinic,11/6/2021,22:01:13,+08:00,OUT,mobile
74052,Clinic,11/6/2021,22:01:23,+08:00,OUT,mobile
75914,Clinic,11/6/2021,22:01:29,+08:00,OUT,mobile
74639,Nu Orange,11/6/2021,22:03:26,+08:00,OUT,mobile
74556,Nu Orange,11/6/2021,22:08:43,+08:00,OUT,mobile
74054,,11/7/2021,7:41:25,+08:00,IN,mobile
74052,Clinic,11/7/2021,7:44:36,+08:00,IN,mobile
74556,Nu Orange,11/7/2021,7:59:02,+08:00,IN,mobile
75848,Clinic,11/7/2021,8:28:57,+08:00,IN,mobile
74050,Clinic,11/7/2021,8:29:01,+08:00,IN,mobile
74049,Clinic,11/7/2021,14:37:03,+08:00,IN,mobile
75848,Clinic,11/7/2021,14:38:15,+08:00,OUT,mobile
74465,,11/7/2021,14:45:01,+08:00,IN,mobile
74053,Clinic,11/7/2021,14:45:11,+08:00,IN,mobile
74461,Gunung Catur,11/7/2021,14:47:00,+08:00,IN,mobile
74054,,11/7/2021,14:56:12,+08:00,OUT,mobile
74052,Clinic,11/7/2021,15:02:07,+08:00,OUT,mobile
74050,Clinic,11/7/2021,15:02:27,+08:00,OUT,mobile
74556,Nu Orange,11/7/2021,15:15:11,+08:00,OUT,mobile
74639,Nu Orange,11/7/2021,16:46:07,+08:00,IN,mobile
74053,Clinic,11/7/2021,21:40:34,+08:00,OUT,mobile
74465,,11/7/2021,21:55:08,+08:00,OUT,mobile
74639,Nu Orange,11/7/2021,22:00:32,+08:00,OUT,mobile
74049,Clinic,11/7/2021,22:01:23,+08:00,OUT,mobile
74461,Gunung Catur,11/7/2021,22:04:48,+08:00,OUT,mobile
74049,Clinic,11/8/2021,7:31:05,+08:00,IN,mobile
74042,Nu Orange,11/8/2021,7:47:13,+08:00,IN,mobile
74044,,11/8/2021,8:24:08,+08:00,IN,mobile
75952,Office,11/8/2021,9:12:46,+08:00,IN,mobile
74025,Nu Orange,11/8/2021,12:24:43,+08:00,IN,mobile
74044,Clinic,11/8/2021,14:32:58,+08:00,OUT,mobile
74052,Clinic,11/8/2021,14:35:32,+08:00,IN,mobile
74556,Nu Orange,11/8/2021,14:56:48,+08:00,IN,mobile
74465,,11/8/2021,14:58:52,+08:00,IN,mobile
74050,Clinic,11/8/2021,15:00:20,+08:00,IN,mobile
74049,Clinic,11/8/2021,15:04:48,+08:00,OUT,mobile
74042,Nu Orange,11/8/2021,15:14:11,+08:00,OUT,mobile
74461,Gunung Catur,11/8/2021,15:22:11,+08:00,IN,mobile
75963,Clinic,11/8/2021,15:31:01,+08:00,IN,mobile
75952,Office,11/8/2021,17:21:14,+08:00,OUT,mobile
75963,Clinic,11/8/2021,21:38:11,+08:00,OUT,mobile
74465,,11/8/2021,21:59:39,+08:00,OUT,mobile
74050,,11/8/2021,22:00:46,+08:00,OUT,mobile
74052,Clinic,11/8/2021,22:01:23,+08:00,OUT,mobile
74556,Nu Orange,11/8/2021,22:03:06,+08:00,OUT,mobile
74461,,11/9/2021,0:16:50,+08:00,OUT,mobile
74042,,11/9/2021,7:48:44,+08:00,IN,mobile
74050,Clinic,11/9/2021,8:00:12,+08:00,IN,mobile
75963,Clinic,11/9/2021,8:24:51,+08:00,IN,mobile
74025,Nu Orange,11/9/2021,9:07:09,+08:00,IN,mobile
75963,Clinic,11/9/2021,14:32:45,+08:00,OUT,mobile
74049,Clinic,11/9/2021,14:39:05,+08:00,IN,mobile
74052,Clinic,11/9/2021,14:48:29,+08:00,IN,mobile
74465,,11/9/2021,14:49:18,+08:00,IN,mobile
74556,Nu Orange,11/9/2021,14:50:15,+08:00,IN,mobile
74461,Gunung Catur,11/9/2021,14:54:01,+08:00,IN,mobile
74050,,11/9/2021,15:04:34,+08:00,OUT,mobile
74042,Nu Orange,11/9/2021,15:12:16,+08:00,OUT,mobile
74042,Nu Orange,11/9/2021,15:14:27,+08:00,OUT,mobile
74044,Clinic,11/9/2021,15:25:17,+08:00,IN,mobile
74044,Clinic,11/9/2021,21:33:54,+08:00,OUT,mobile
74465,,11/9/2021,21:59:10,+08:00,OUT,mobile
74461,Gunung Catur,11/9/2021,22:01:16,+08:00,OUT,mobile
74052,Clinic,11/9/2021,22:01:32,+08:00,OUT,mobile
74049,Clinic,11/9/2021,22:01:51,+08:00,OUT,mobile
74556,Nu Orange,11/9/2021,22:02:55,+08:00,OUT,mobile
74042,,11/10/2021,7:49:15,+08:00,IN,mobile
75914,Clinic,11/10/2021,9:54:07,+08:00,IN,mobile
74556,Nu Orange,11/10/2021,14:48:05,+08:00,IN,mobile
74052,Clinic,11/10/2021,14:48:48,+08:00,IN,mobile
74054,,11/10/2021,15:07:34,+08:00,IN,mobile
75914,Clinic,11/10/2021,15:12:56,+08:00,OUT,mobile
74042,Nu Orange,11/10/2021,15:13:58,+08:00,OUT,mobile
75955,Clinic,11/10/2021,15:45:20,+08:00,IN,mobile
75955,Clinic,11/10/2021,15:45:21,+08:00,IN,mobile
74054,,11/10/2021,21:25:34,+08:00,OUT,mobile
75955,Clinic,11/10/2021,21:32:07,+08:00,OUT,mobile
74556,Nu Orange,11/10/2021,22:01:52,+08:00,OUT,mobile
74052,Clinic,11/10/2021,22:02:19,+08:00,OUT,mobile
74042,Nu Orange,11/11/2021,7:52:25,+08:00,IN,mobile
74465,,11/11/2021,7:53:48,+08:00,IN,mobile
75914,Clinic,11/11/2021,8:06:21,+08:00,IN,mobile
75952,Office,11/11/2021,9:02:31,+08:00,IN,mobile
75914,,11/11/2021,14:15:07,+08:00,OUT,mobile
74054,,11/11/2021,14:43:31,+08:00,IN,mobile
74052,Clinic,11/11/2021,14:48:35,+08:00,IN,mobile
74461,Gunung Catur,11/11/2021,14:58:18,+08:00,IN,mobile
74465,,11/11/2021,15:00:47,+08:00,OUT,mobile
74042,Nu Orange,11/11/2021,15:12:05,+08:00,OUT,mobile
75839,,11/11/2021,15:31:37,+08:00,IN,mobile
75955,Clinic,11/11/2021,15:32:17,+08:00,IN,mobile
74049,,11/11/2021,12:00:00,+08:00,IN,frontend
74049,Clinic,11/11/2021,19:43:30,+08:00,OUT,mobile
75952,,11/11/2021,20:53:01,+08:00,OUT,mobile
74138,,11/11/2021,21:25:40,+08:00,IN,mobile
74138,,11/11/2021,21:26:07,+08:00,OUT,mobile
75839,,11/11/2021,21:30:10,+08:00,OUT,mobile
75955,Clinic,11/11/2021,21:36:48,+08:00,OUT,mobile
74054,,11/11/2021,22:00:13,+08:00,OUT,mobile
74461,Gunung Catur,11/11/2021,22:00:57,+08:00,OUT,mobile
74052,Clinic,11/11/2021,22:01:21,+08:00,OUT,mobile
74049,Clinic,11/12/2021,7:33:21,+08:00,IN,mobile
74042,,11/12/2021,7:51:45,+08:00,IN,mobile
74050,Clinic,11/12/2021,8:04:45,+08:00,IN,mobile
74054,,11/12/2021,8:12:31,+08:00,IN,mobile
75952,Office,11/12/2021,9:10:31,+08:00,IN,mobile
74053,Clinic,11/12/2021,11:18:56,+08:00,IN,mobile
74053,Clinic,11/12/2021,14:00:52,+08:00,OUT,mobile
74052,Clinic,11/12/2021,14:39:16,+08:00,IN,mobile
74556,Nu Orange,11/12/2021,14:55:44,+08:00,IN,mobile
74465,,11/12/2021,14:56:23,+08:00,IN,mobile
74465,,11/12/2021,14:57:00,+08:00,IN,mobile
74461,Gunung Catur,11/12/2021,14:58:20,+08:00,IN,mobile
74050,Clinic,11/12/2021,15:00:25,+08:00,OUT,mobile
74054,,11/12/2021,15:00:34,+08:00,OUT,mobile
75839,,11/12/2021,15:09:58,+08:00,IN,mobile
74042,Nu Orange,11/12/2021,15:25:13,+08:00,OUT,mobile
75963,Clinic,11/12/2021,15:31:54,+08:00,IN,mobile
74027,Nu Orange,11/12/2021,16:00:46,+08:00,IN,mobile
74025,Nu Orange,11/12/2021,16:00:46,+08:00,IN,mobile
74639,Nu Orange,11/12/2021,16:42:25,+08:00,IN,mobile
75952,Office,11/12/2021,17:09:52,+08:00,OUT,mobile
74049,Clinic,11/12/2021,17:50:18,+08:00,OUT,mobile
75839,,11/12/2021,21:30:59,+08:00,OUT,mobile
75963,Clinic,11/12/2021,21:33:40,+08:00,OUT,mobile
74465,,11/12/2021,21:58:48,+08:00,OUT,mobile
74461,Gunung Catur,11/12/2021,22:00:16,+08:00,OUT,mobile
74639,Nu Orange,11/12/2021,22:00:35,+08:00,OUT,mobile
74052,Clinic,11/12/2021,22:01:39,+08:00,OUT,mobile
74556,Nu Orange,11/12/2021,22:03:32,+08:00,OUT,mobile
74465,,11/13/2021,7:44:48,+08:00,IN,mobile
74556,Nu Orange,11/13/2021,7:57:48,+08:00,IN,mobile
74556,Nu Orange,11/13/2021,7:58:19,+08:00,IN,mobile
74050,Clinic,11/13/2021,8:00:12,+08:00,IN,mobile
74053,Clinic,11/13/2021,8:50:16,+08:00,IN,mobile
74042,,11/13/2021,14:32:13,+08:00,IN,mobile
74052,Clinic,11/13/2021,14:40:31,+08:00,IN,mobile
74461,Gunung Catur,11/13/2021,14:49:29,+08:00,IN,mobile
74054,,11/13/2021,14:58:14,+08:00,IN,mobile
74053,Clinic,11/13/2021,15:00:39,+08:00,OUT,mobile
74050,Clinic,11/13/2021,15:00:46,+08:00,OUT,mobile
74465,,11/13/2021,15:06:19,+08:00,OUT,mobile
74556,Nu Orange,11/13/2021,15:21:03,+08:00,OUT,mobile
75834,Clinic,11/13/2021,16:22:58,+08:00,IN,mobile
75834,Clinic,11/13/2021,16:23:10,+08:00,IN,mobile
74138,Nu Orange,11/13/2021,18:23:40,+08:00,IN,mobile
74027,Nu Orange,11/13/2021,18:26:50,+08:00,IN,mobile
74062,Nu Orange,11/13/2021,18:28:36,+08:00,IN,mobile
74138,Nu Orange,11/13/2021,20:05:34,+08:00,OUT,mobile
74054,,11/13/2021,22:00:12,+08:00,OUT,mobile
74461,Gunung Catur,11/13/2021,22:00:42,+08:00,OUT,mobile
74052,Clinic,11/13/2021,22:02:08,+08:00,OUT,mobile
74639,Nu Orange,11/13/2021,22:02:30,+08:00,OUT,mobile
74042,Nu Orange,11/13/2021,22:03:51,+08:00,OUT,mobile
74027,,11/13/2021,22:46:08,+08:00,OUT,mobile
75834,,11/14/2021,0:41:33,+08:00,OUT,mobile
74062,,11/14/2021,5:50:14,+08:00,OUT,mobile
75952,,11/14/2021,7:16:40,+08:00,IN,mobile
75952,,11/14/2021,7:16:40,+08:00,IN,mobile
74054,,11/14/2021,7:34:39,+08:00,IN,mobile
74052,Clinic,11/14/2021,7:52:05,+08:00,IN,mobile
74556,,11/14/2021,7:58:38,+08:00,IN,mobile
74556,Nu Orange,11/14/2021,7:58:51,+08:00,IN,mobile
74556,Nu Orange,11/14/2021,7:59:16,+08:00,IN,mobile
75848,Clinic,11/14/2021,8:28:44,+08:00,IN,mobile
74027,,11/14/2021,13:08:19,+08:00,IN,mobile
75848,Clinic,11/14/2021,14:34:57,+08:00,OUT,mobile
74049,Clinic,11/14/2021,14:38:03,+08:00,IN,mobile
74042,,11/14/2021,14:43:01,+08:00,IN,mobile
74465,,11/14/2021,14:56:12,+08:00,IN,mobile
74054,,11/14/2021,15:00:48,+08:00,OUT,mobile
74461,Gunung Catur,11/14/2021,15:04:20,+08:00,IN,mobile
74556,Nu Orange,11/14/2021,15:06:22,+08:00,OUT,mobile
74052,Clinic,11/14/2021,15:10:33,+08:00,OUT,mobile
74050,Clinic,11/14/2021,15:26:44,+08:00,IN,mobile
74053,Clinic,11/14/2021,15:30:31,+08:00,IN,mobile
74050,Clinic,11/14/2021,20:35:01,+08:00,OUT,mobile
74053,Clinic,11/14/2021,21:37:26,+08:00,OUT,mobile
74465,,11/14/2021,21:59:44,+08:00,OUT,mobile
74461,Gunung Catur,11/14/2021,22:00:25,+08:00,OUT,mobile
74049,Clinic,11/14/2021,22:04:28,+08:00,OUT,mobile
74042,Nu Orange,11/14/2021,22:04:31,+08:00,OUT,mobile
74042,Nu Orange,11/14/2021,22:05:14,+08:00,OUT,mobile
75952,,11/14/2021,22:29:37,+08:00,OUT,mobile
74050,,11/14/2021,7:00:00,+08:00,IN,frontend
75952,,11/14/2021,7:00:00,+08:00,IN,frontend
74027,,11/14/2021,23:46:43,+08:00,OUT,mobile
74042,Nu Orange,11/15/2021,7:32:44,+08:00,IN,mobile
74052,Clinic,11/15/2021,7:48:27,+08:00,IN,mobile
74052,Clinic,11/15/2021,7:48:51,+08:00,IN,mobile
74054,,11/15/2021,7:54:56,+08:00,IN,mobile
74050,Clinic,11/15/2021,8:13:30,+08:00,IN,mobile
74044,Clinic,11/15/2021,8:26:11,+08:00,IN,mobile
74025,Nu Orange,11/15/2021,10:12:38,+08:00,IN,mobile
74025,Nu Orange,11/15/2021,10:13:18,+08:00,IN,mobile
74049,Clinic,11/15/2021,14:36:38,+08:00,IN,mobile
74044,Clinic,11/15/2021,14:37:54,+08:00,OUT,mobile
74465,,11/15/2021,14:44:46,+08:00,IN,mobile
74461,Gunung Catur,11/15/2021,14:47:45,+08:00,IN,mobile
74556,Nu Orange,11/15/2021,14:53:04,+08:00,IN,mobile
74054,,11/15/2021,15:00:11,+08:00,OUT,mobile
74050,Clinic,11/15/2021,15:06:42,+08:00,OUT,mobile
75834,Clinic,11/15/2021,15:14:53,+08:00,IN,mobile
75834,Clinic,11/15/2021,15:14:57,+08:00,IN,mobile
74042,Nu Orange,11/15/2021,15:22:42,+08:00,OUT,mobile
74052,Clinic,11/15/2021,15:27:14,+08:00,OUT,mobile
75848,,11/15/2021,15:30:56,+08:00,IN,mobile
74639,Nu Orange,11/15/2021,16:46:02,+08:00,IN,mobile
74138,Nu Orange,11/15/2021,20:17:02,+08:00,IN,mobile
74138,Nu Orange,11/15/2021,20:18:16,+08:00,OUT,mobile
75848,,11/15/2021,21:33:17,+08:00,OUT,mobile
75834,Clinic,11/15/2021,21:34:30,+08:00,OUT,mobile
74465,,11/15/2021,21:59:39,+08:00,OUT,mobile
74639,Nu Orange,11/15/2021,22:01:52,+08:00,OUT,mobile
74639,Nu Orange,11/15/2021,22:02:43,+08:00,OUT,mobile
74556,Nu Orange,11/15/2021,22:02:43,+08:00,OUT,mobile
74049,Clinic,11/15/2021,22:03:39,+08:00,OUT,mobile
74049,Clinic,11/16/2021,7:36:29,+08:00,IN,mobile
74042,Nu Orange,11/16/2021,7:47:15,+08:00,IN,mobile
74050,Clinic,11/16/2021,7:53:31,+08:00,IN,mobile
75848,Clinic,11/16/2021,8:29:20,+08:00,IN,mobile
75952,,11/16/2021,8:32:48,+08:00,IN,mobile
75848,Clinic,11/16/2021,14:32:08,+08:00,OUT,mobile
74461,,11/16/2021,14:33:53,+08:00,IN,mobile
74052,Clinic,11/16/2021,14:54:28,+08:00,IN,mobile
74556,Nu Orange,11/16/2021,14:58:18,+08:00,IN,mobile
74054,,11/16/2021,15:00:14,+08:00,IN,mobile
74050,Clinic,11/16/2021,15:02:32,+08:00,OUT,mobile
74049,Clinic,11/16/2021,15:05:33,+08:00,OUT,mobile
74042,Nu Orange,11/16/2021,15:14:17,+08:00,OUT,mobile
74042,Nu Orange,11/16/2021,15:15:28,+08:00,OUT,mobile
75986,,11/16/2021,15:32:26,+08:00,IN,mobile
75983,Clinic,11/16/2021,16:01:30,+08:00,IN,mobile
74639,,11/16/2021,16:42:48,+08:00,IN,mobile
75952,Office,11/16/2021,17:11:27,+08:00,OUT,mobile
75986,,11/16/2021,21:31:02,+08:00,OUT,mobile
75983,Clinic,11/16/2021,21:53:54,+08:00,OUT,mobile
74054,,11/16/2021,22:00:11,+08:00,OUT,mobile
74461,Gunung Catur,11/16/2021,22:00:21,+08:00,OUT,mobile
74052,Clinic,11/16/2021,22:01:19,+08:00,OUT,mobile
74639,Nu Orange,11/16/2021,22:01:31,+08:00,OUT,mobile
74556,Nu Orange,11/16/2021,22:04:52,+08:00,OUT,mobile
74049,Clinic,11/17/2021,7:36:42,+08:00,IN,mobile
74465,,11/17/2021,7:49:01,+08:00,IN,mobile
74556,Nu Orange,11/17/2021,7:55:13,+08:00,IN,mobile
74556,Nu Orange,11/17/2021,7:56:13,+08:00,IN,mobile
74556,Nu Orange,11/17/2021,7:57:38,+08:00,IN,mobile
